query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,evidence_codes,intersection
query_1,TRUE,0.02506055951948611,56,232,7,0.03017241379310345,0.125,GO:0007492,GO:BP,endoderm development,16178,3012,,"IEP IBA,IDA,IDA,IEP,TAS,IEP,IEP","COL12A1,COL5A1,COL5A2,MMP2,LAMC1,COL4A2,ITGA7"
query_1,TRUE,0.029599446134059463,1002,232,32,0.13793103448275862,0.031936127744510975,GO:0040011,GO:BP,locomotion,16178,10240,,"ISS,IGI,IMP,IDA IBA,ISS,IDA,IDA,IMP,IDA,IMP ISS,IDA IMP ISS,IDA IMP,NAS,IMP,IDA IBA,ISS,IDA,NAS,IBA,IDA,NAS,IMP,IMP,TAS,IMP,NAS,IDA NAS,IMP,IDA TAS,NAS,IDA IMP TAS,IDA IMP","KRT5,JUP,PFN2,S100A9,RCC2,FBLN1,SPARC,GJA1,CTSG,TPM1,THBS1,PRKCA,ELANE,ITGA6,S100A8,DPYSL3,COL1A1,TNC,PRCP,KRT16,PLP2,CRKL,SERPINB3,S100A12,HSPB1,RBBP7,GPNMB,PKN1,BST1,HDAC1,AKT1,MIF"
query_1,TRUE,0.03213344028957937,12,232,4,0.017241379310344827,0.3333333333333333,GO:0098911,GO:BP,regulation of ventricular cardiac muscle cell action potential,16178,19494,,"IMP,ISS,IMP,IMP","JUP,DLG1,DSG2,DSC2"
query_1,TRUE,0.032996454077797305,5466,232,109,0.4698275862068966,0.019941456275155506,GO:0016043,GO:BP,cellular component organization,16178,5137,,"IDA IBA,ISS IBA,IDA IMP,NAS,IBA,IDA IMP IGI IBA TAS,IDA IMP IBA,IMP IBA NAS,IDA IMP IGI IBA,IMP ISS IBA NAS,IBA,ISS IBA TAS,IDA ISS,IDA,IMP,IMP ISS TAS,IDA IBA TAS,IDA,IBA,IMP,IDA IMP,NAS,TAS,IMP ISS TAS,IMP IBA NAS,ISS,IDA TAS,NAS,IMP ISS IBA TAS,IBA TAS,IBA,IDA TAS,IMP TAS,IBA TAS,IMP,TAS,IDA,IMP,IBA,IDA,ISS TAS,EXP IDA,IMP ISS TAS,IBA,IDA IMP NAS,IDA,IDA,TAS,ISS IBA,IMP IBA NAS,IMP,IBA,IDA IBA,IMP IBA,IDA ISO,IMP,IMP,IDA,IBA NAS,IMP IBA,TAS,IDA IBA,IDA IBA,IDA,IBA NAS,IMP IBA,IBA,IDA ISS IBA,IDA,IMP,IMP IBA,IDA IBA,ISS,IDA IMP,IDA IBA NAS,IMP IBA,IMP ISS,IMP,IDA HDA NAS,IDA,ISS TAS,IMP IBA,IMP,IMP IBA,IBA,IBA NAS,IMP IBA,TAS,IMP,IDA,IDA,IDA,IDA IMP IBA,NAS,IBA,ISS IBA,TAS,IDA,IDA IGI HDA TAS IC,IDA TAS,IDA ISS,NAS,IDA IBA,IDA IMP IBA,IDA HDA TAS,IBA,IPI,IBA TAS,IDA IBA","PKP1,KRT5,JUP,COL12A1,KRT17,BID,PTPRF,COL5A1,PFN2,COL5A2,POSTN,S100A9,RCC2,SLC2A1,ATP2C1,GJA1,MMP1,MCM3,CCDC80,TFRC,DLG1,VTA1,NID2,NHERF1,COL1A2,P3H1,CTSG,LAMB2,TPM1,MMP2,BRIX1,THBS1,PRKCA,CNN2,QSOX1,ELANE,TP53BP1,MSH2,SERPINH1,CNOT1,ITGA6,FUS,PARP1,CTNND1,LAMC1,SFN,COMP,S100A8,DPYSL3,COL1A1,INTS13,COL15A1,PDLIM4,PTK7,TNC,SLC16A1,RRM1,MPO,COL4A2,ARL3,PPIH,LMOD1,LTN1,AEBP1,KRT16,GOLGA5,CNN1,FXR1,PRPF3,PDCD5,TRIP11,RBBP7,ALCAM,PRTN3,SSRP1,ELAPOR1,HMCN1,DSG2,SMARCC1,SETD3,LTBP4,PKP3,MT-ND5,COG2,MARCKSL1,PALLD,MYH10,SIRT5,HACL1,SLC1A5,PLIN2,CRYAB,SPTB,SF3B4,NPM3,HDGFL3,FMOD,BST1,HDAC1,HAT1,AKT1,ATP6AP1,GLTP,MFN1,MTA2,BMP2K,MIF,ARPC1A,MCM4"
query_1,TRUE,0.03548163401942814,191,232,12,0.05172413793103448,0.06282722513089005,GO:0009410,GO:BP,response to xenobiotic stimulus,16178,3512,,"IDA,IDA,IDA,IEP,IDA,TAS,IBA,IDA,TAS,IDA,TAS,IDA","TFRC,GSTM2,GSTM3,THBS1,GCLM,CBR3,CYP2S1,GSTM4,CTPS1,S100A12,ALDH3A1,CBR1"
query_1,TRUE,0.047877938717164975,42,232,6,0.02586206896551724,0.14285714285714285,GO:0035987,GO:BP,endodermal cell differentiation,16178,9700,,"IEP IBA,IDA,IDA,IEP,IEP,IEP","COL12A1,COL5A1,COL5A2,MMP2,COL4A2,ITGA7"
query_1,TRUE,5.777884789562819e-22,385,238,41,0.1722689075630252,0.10649350649350649,GO:0062023,GO:CC,collagen-containing extracellular matrix,16860,2360,,"HDA ISS TAS,HDA IBA TAS NAS,IMP HDA IBA TAS NAS,IMP HDA IBA NAS,IDA HDA,HDA,HDA ISS,HDA,HDA,HDA,IBA,IDA HDA IBA TAS,HDA,HDA ISS IBA,IDA IPI IMP HDA IBA TAS,IDA HDA ISS TAS,HDA,HDA,IDA IPI HDA ISS TAS NAS,HDA ISS,HDA,HDA ISS IBA TAS,HDA ISS,HDA,HDA,IDA HDA ISS TAS NAS,HDA IBA,HDA,IDA IPI IMP HDA ISS IBA,HDA ISS IBA TAS,IDA HDA ISS ISO IBA,IDA HDA,HDA ISS IBA TAS,HDA IBA,HDA,HDA IBA,HDA,HDA ISS IBA TAS,IDA HDA,HDA,HDA","HSPG2,COL12A1,COL5A1,COL5A2,POSTN,S100A9,FBLN2,FBLN1,SPARC,SERPINF1,CCDC80,NID2,CTHRC1,VCAN,COL1A2,LAMA4,P3H1,CTSG,LAMB2,CLEC3B,MMP2,THBS1,SPON1,ELANE,SERPINH1,LAMC1,COMP,S100A8,COL1A1,COL15A1,TNC,LTBP1,COL4A2,VWA1,AEBP1,ANGPTL2,PRTN3,HMCN1,LTBP4,FMOD,PZP"
query_1,TRUE,5.536856846221754e-19,487,238,42,0.17647058823529413,0.08624229979466119,GO:0030312,GO:CC,external encapsulating structure,16860,927,,"HDA ISS TAS,HDA IBA TAS NAS,IMP HDA IBA TAS NAS,IMP HDA IBA NAS,IDA HDA ISS IBA,HDA,HDA ISS TAS,IDA HDA,HDA,HDA,IBA,IDA HDA IBA TAS,HDA,HDA ISS IBA TAS,IDA IPI IMP HDA IBA TAS,IDA HDA ISS TAS,HDA,HDA,IDA IPI HDA ISS TAS NAS,HDA ISS,HDA,IDA HDA ISS IBA TAS,HDA ISS IBA,HDA,HDA,IDA HDA ISS TAS NAS,HDA IBA TAS,HDA,IDA IPI IMP HDA ISS IBA,HDA ISS IBA TAS,IDA HDA ISS ISO IBA,IDA HDA NAS,HDA ISS IBA TAS,HDA IBA,HDA,HDA IBA,HDA,HDA ISS IBA TAS,IDA HDA ISS,HDA TAS,TAS,HDA","HSPG2,COL12A1,COL5A1,COL5A2,POSTN,S100A9,FBLN2,FBLN1,SPARC,SERPINF1,CCDC80,NID2,CTHRC1,VCAN,COL1A2,LAMA4,P3H1,CTSG,LAMB2,CLEC3B,MMP2,THBS1,SPON1,ELANE,SERPINH1,LAMC1,COMP,S100A8,COL1A1,COL15A1,TNC,LTBP1,COL4A2,VWA1,AEBP1,ANGPTL2,PRTN3,HMCN1,LTBP4,FMOD,CD248,PZP"
query_1,TRUE,5.536856846221754e-19,487,238,42,0.17647058823529413,0.08624229979466119,GO:0031012,GO:CC,extracellular matrix,16860,1028,,"HDA ISS TAS,HDA IBA TAS NAS,IMP HDA IBA TAS NAS,IMP HDA IBA NAS,IDA HDA ISS IBA,HDA,HDA ISS TAS,IDA HDA,HDA,HDA,IBA,IDA HDA IBA TAS,HDA,HDA ISS IBA TAS,IDA IPI IMP HDA IBA TAS,IDA HDA ISS TAS,HDA,HDA,IDA IPI HDA ISS TAS NAS,HDA ISS,HDA,IDA HDA ISS IBA TAS,HDA ISS IBA,HDA,HDA,IDA HDA ISS TAS NAS,HDA IBA TAS,HDA,IDA IPI IMP HDA ISS IBA,HDA ISS IBA TAS,IDA HDA ISS ISO IBA,IDA HDA NAS,HDA ISS IBA TAS,HDA IBA,HDA,HDA IBA,HDA,HDA ISS IBA TAS,IDA HDA ISS,HDA TAS,TAS,HDA","HSPG2,COL12A1,COL5A1,COL5A2,POSTN,S100A9,FBLN2,FBLN1,SPARC,SERPINF1,CCDC80,NID2,CTHRC1,VCAN,COL1A2,LAMA4,P3H1,CTSG,LAMB2,CLEC3B,MMP2,THBS1,SPON1,ELANE,SERPINH1,LAMC1,COMP,S100A8,COL1A1,COL15A1,TNC,LTBP1,COL4A2,VWA1,AEBP1,ANGPTL2,PRTN3,HMCN1,LTBP4,FMOD,CD248,PZP"
query_1,TRUE,1.0242984243174609e-16,3205,238,105,0.4411764705882353,0.0327613104524181,GO:0005615,GO:CC,extracellular space,16860,232,,"HDA,IBA,HDA,IDA,HDA,HDA,HDA,HDA,IBA,HDA,IBA,HDA,IBA,IDA HDA,HDA,IDA HDA,IBA,HDA,HDA IBA,IDA HDA ISS IBA,IBA,HDA,HDA,HDA,HDA,HDA,HDA,HDA IBA,HDA,IDA,HDA,HDA IBA,IDA HDA IBA,HDA,HDA,HDA,HDA,IDA HDA,IBA,HDA,IDA HDA IBA,IDA HDA IBA TAS,IDA HDA,HDA,HDA,HDA,HDA,IDA HDA IBA,IDA HDA IBA,HDA,HDA,HDA,HDA,TAS,HDA,HDA,HDA NAS,HDA TAS,HDA,IDA HDA,ISS,IDA HDA IBA,IMP HDA IBA,HDA IBA,HDA IBA,HDA,HDA,HDA,HDA,IDA HDA IBA,HDA IBA,HDA,HDA,HDA IBA,HDA,HDA,HDA,IDA HDA IBA,HDA,HDA IBA TAS,HDA,HDA,HDA IBA,HDA,HDA,HDA,HDA,HDA,HDA IBA,HDA,HDA,HDA,IDA IBA,HDA,HDA,HDA,HDA IBA,HDA,HDA,HDA,HDA,HDA,HDA IBA,IDA HDA IBA,HDA","KRT5,SERPINB5,HSPG2,CSTA,JUP,COL12A1,PTPRF,PHGDH,COL5A1,PFN2,COL5A2,LY75,POSTN,S100A9,SLC2A1,FBLN1,SPARC,FABP5,SERPINF1,IGFBP2,MMP1,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,CTHRC1,GSTM2,VCAN,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,SERPINB4,LAMB2,CLEC3B,MMP2,THBS1,PRKCA,SPON1,NDRG1,CBR3,QSOX1,ELANE,PLBD2,CNOT1,CALML3,SLC7A5,TNFAIP2,POP1,CTNND1,LAMC1,SFN,COMP,S100A8,DPYSL3,LTF,COL1A1,COL15A1,TNC,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,LTBP4,RETN,CC2D1A,MARCKSL1,MYH10,DIPK2A,SLC1A5,CRYAB,ALDH3A1,FMOD,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,1.3476305234436052e-16,2131,238,83,0.3487394957983193,0.03894885030502112,GO:1903561,GO:CC,extracellular vesicle,16860,3690,,"HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA","KRT5,HSPG2,JUP,COL12A1,PTPRF,PHGDH,PFN2,LY75,S100A9,FBLN2,SLC2A1,FBLN1,FABP5,SERPINF1,IGFBP2,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,GSTM2,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,NDRG1,QSOX1,ELANE,PLBD2,CALML3,SLC7A5,CTNND1,LAMC1,SFN,COMP,S100A8,LTF,COL15A1,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,RETN,CC2D1A,MARCKSL1,MYH10,SLC1A5,CRYAB,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,1.387729542819954e-16,2132,238,83,0.3487394957983193,0.038930581613508444,GO:0065010,GO:CC,extracellular membrane-bounded organelle,16860,2398,,"HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA","KRT5,HSPG2,JUP,COL12A1,PTPRF,PHGDH,PFN2,LY75,S100A9,FBLN2,SLC2A1,FBLN1,FABP5,SERPINF1,IGFBP2,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,GSTM2,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,NDRG1,QSOX1,ELANE,PLBD2,CALML3,SLC7A5,CTNND1,LAMC1,SFN,COMP,S100A8,LTF,COL15A1,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,RETN,CC2D1A,MARCKSL1,MYH10,SLC1A5,CRYAB,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,1.387729542819954e-16,2132,238,83,0.3487394957983193,0.038930581613508444,GO:0043230,GO:CC,extracellular organelle,16860,1882,,"HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA","KRT5,HSPG2,JUP,COL12A1,PTPRF,PHGDH,PFN2,LY75,S100A9,FBLN2,SLC2A1,FBLN1,FABP5,SERPINF1,IGFBP2,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,GSTM2,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,NDRG1,QSOX1,ELANE,PLBD2,CALML3,SLC7A5,CTNND1,LAMC1,SFN,COMP,S100A8,LTF,COL15A1,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,RETN,CC2D1A,MARCKSL1,MYH10,SLC1A5,CRYAB,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
query_1,TRUE,2.6345720946524195e-16,2108,238,82,0.3445378151260504,0.03889943074003795,GO:0070062,GO:CC,extracellular exosome,16860,2418,,"HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,IDA HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA,HDA","KRT5,HSPG2,JUP,COL12A1,PTPRF,PHGDH,PFN2,LY75,S100A9,SLC2A1,FBLN1,FABP5,SERPINF1,IGFBP2,BLMH,CKAP4,TFRC,DLG1,VTA1,PSMB5,NID2,NHERF1,GSTM2,COL1A2,LAMA4,P3H1,PRKAR2B,GSTM3,CTSG,LAMB2,CLEC3B,THBS1,PRKCA,NDRG1,QSOX1,ELANE,PLBD2,CALML3,SLC7A5,CTNND1,LAMC1,SFN,COMP,S100A8,LTF,COL15A1,SLC16A1,PRCP,AKR1C3,PLOD2,MPO,COL4A2,VWA1,ARL3,AEBP1,HSPH1,KRT16,PDCD5,SERPINB3,HSPB1,ANGPTL2,PSMB6,ALCAM,PRTN3,ELAPOR1,HMCN1,DSG2,PSAT1,RETN,CC2D1A,MARCKSL1,MYH10,SLC1A5,CRYAB,BST1,ATP6AP1,CBR1,DSC2,CD248,PZP,MIF,ARPC1A"
